GPU Times, time.time(), clock_realtime
697454274297,1674352322.353058,1674352322.353068
697454305145,1674352322.390333,1674352322.390344
697454335993,1674352322.414488,1674352322.414498
697454366841,1674352322.445536,1674352322.445546
697454397688,1674352322.476279,1674352322.476289
697454428537,1674352322.507175,1674352322.507185
697454459384,1674352322.540657,1674352322.540667
697454490231,1674352322.569000,1674352322.569011
697454521080,1674352322.599829,1674352322.599839
697454551927,1674352322.630575,1674352322.630586
697454582776,1674352322.661347,1674352322.661358
697454613623,1674352322.698921,1674352322.698932
697454644471,1674352322.723027,1674352322.723037
697454675318,1674352322.753773,1674352322.753784
697454706166,1674352322.784769,1674352322.784779
697454737014,1674352322.815740,1674352322.815750
697454767863,1674352322.848910,1674352322.848922
697454798710,1674352322.877638,1674352322.877649
697454829557,1674352322.908549,1674352322.908559
697454860405,1674352322.939120,1674352322.939130
697454891253,1674352322.969965,1674352322.969976
697454922101,1674352323.007269,1674352323.007280
697454952949,1674352323.031535,1674352323.031544
697454983797,1674352323.062442,1674352323.062452
697455014644,1674352323.093467,1674352323.093477
697455045492,1674352323.124057,1674352323.124068
697455076340,1674352323.157332,1674352323.157342
697455107188,1674352323.185937,1674352323.185948
697455138035,1674352323.216574,1674352323.216584
697455168883,1674352323.247636,1674352323.247646
697455199731,1674352323.278541,1674352323.278550
697455230579,1674352323.316024,1674352323.316034
697455261426,1674352323.340170,1674352323.340181
697455292274,1674352323.370941,1674352323.370951
697455323122,1674352323.401662,1674352323.401672
697455353970,1674352323.432506,1674352323.432515
697455384817,1674352323.465975,1674352323.465985
697455415665,1674352323.494288,1674352323.494298
697455446514,1674352323.525085,1674352323.525096
697455477361,1674352323.555939,1674352323.555949
697455508208,1674352323.586822,1674352323.586832
697455539056,1674352323.624243,1674352323.624254
697455569904,1674352323.648907,1674352323.648918
697455600752,1674352323.679561,1674352323.679571
697455631600,1674352323.710358,1674352323.710369
697455662447,1674352323.741162,1674352323.741172
697455693295,1674352323.774312,1674352323.774324
697455724143,1674352323.803019,1674352323.803029
697455754991,1674352323.833830,1674352323.833841
697455785839,1674352323.864418,1674352323.864428
697455816687,1674352323.895349,1674352323.895360
697455847534,1674352323.935924,1674352323.935936
697455878382,1674352323.957370,1674352323.957380
697455909230,1674352323.988072,1674352323.988083
697455940078,1674352324.018995,1674352324.019006
697455970925,1674352324.049733,1674352324.049744
697456001773,1674352324.082871,1674352324.082882
697456032621,1674352324.111456,1674352324.111467
697456063469,1674352324.142075,1674352324.142087
697456094316,1674352324.172833,1674352324.172845
697456125165,1674352324.203971,1674352324.203981
697456156013,1674352324.241356,1674352324.241367
697456186860,1674352324.265682,1674352324.265692
697456217708,1674352324.296358,1674352324.296368
697456248555,1674352324.327002,1674352324.327013
697456279403,1674352324.358090,1674352324.358101
697456310251,1674352324.391366,1674352324.391376
697456341099,1674352324.419928,1674352324.419939
697456371946,1674352324.450749,1674352324.450759
697456402794,1674352324.481535,1674352324.481545
697456433642,1674352324.512205,1674352324.512215
697456464491,1674352324.549870,1674352324.549881
697456495340,1674352324.574033,1674352324.574044
697456526186,1674352324.604658,1674352324.604668
697456557033,1674352324.635620,1674352324.635631
697456587881,1674352324.666615,1674352324.666625
697456618729,1674352324.699635,1674352324.699645
697456649576,1674352324.728169,1674352324.728180
697456680424,1674352324.759036,1674352324.759046
697456711272,1674352324.789845,1674352324.789856
697456742120,1674352324.820669,1674352324.820679
697456772968,1674352324.858332,1674352324.858341
697456803816,1674352324.882445,1674352324.882455
697456834664,1674352324.913187,1674352324.913198
697456865511,1674352324.944017,1674352324.944027
697456896359,1674352324.974777,1674352324.974787
697456927207,1674352325.008113,1674352325.008123
697456958054,1674352325.036798,1674352325.036808
697456988902,1674352325.067438,1674352325.067448
697457019751,1674352325.098421,1674352325.098432
697457050598,1674352325.129193,1674352325.129204
697457081446,1674352325.166753,1674352325.166764
697457112293,1674352325.190956,1674352325.190967
697457143141,1674352325.221941,1674352325.221951
697457173990,1674352325.252563,1674352325.252573
697457204837,1674352325.283421,1674352325.283431
697457235685,1674352325.316581,1674352325.316592
697457266533,1674352325.345046,1674352325.345056
697457297380,1674352325.375932,1674352325.375942
697457328228,1674352325.406915,1674352325.406925
697457359076,1674352325.437597,1674352325.437607
697457389924,1674352325.475201,1674352325.475212
697457420772,1674352325.499404,1674352325.499414
697457451619,1674352325.530129,1674352325.530139
697457482467,1674352325.560979,1674352325.560989
697457513315,1674352325.592011,1674352325.592020
697457544163,1674352325.625000,1674352325.625011
697457575010,1674352325.653642,1674352325.653652
697457605859,1674352325.684252,1674352325.684262
697457636706,1674352325.715170,1674352325.715181
697457667554,1674352325.745921,1674352325.745932
697457698401,1674352325.786892,1674352325.786903
697457729249,1674352325.808146,1674352325.808156
697457760097,1674352325.838714,1674352325.838725
697457790945,1674352325.869429,1674352325.869439
697457821793,1674352325.900118,1674352325.900128
697457852641,1674352325.933528,1674352325.933538
697457883489,1674352325.962153,1674352325.962163
697457914336,1674352325.992738,1674352325.992749
697457945184,1674352326.023687,1674352326.023697
697457976032,1674352326.054532,1674352326.054542
697458006880,1674352326.092194,1674352326.092204
697458037727,1674352326.116196,1674352326.116206
697458068575,1674352326.147211,1674352326.147222
697458099423,1674352326.177981,1674352326.177991
697458130270,1674352326.208779,1674352326.208790
697458161118,1674352326.242044,1674352326.242056
697458191967,1674352326.270499,1674352326.270511
697458222815,1674352326.301297,1674352326.301309
697458253662,1674352326.332180,1674352326.332191
697458284510,1674352326.362976,1674352326.362986
697458315357,1674352326.400589,1674352326.400599
697458346205,1674352326.424751,1674352326.424761
697458377053,1674352326.455445,1674352326.455456
697458407901,1674352326.486341,1674352326.486351
697458438749,1674352326.517275,1674352326.517285
697458469596,1674352326.550455,1674352326.550465
697458500444,1674352326.578988,1674352326.578997
697458531292,1674352326.609787,1674352326.609797
697458562140,1674352326.640604,1674352326.640614
697458592987,1674352326.671334,1674352326.671343
697458623835,1674352326.709069,1674352326.709079
697458654683,1674352326.733177,1674352326.733188
697458685531,1674352326.764061,1674352326.764147
697458716378,1674352326.794904,1674352326.794914
697458747226,1674352326.825593,1674352326.825603
697458778074,1674352326.859076,1674352326.859087
697458808922,1674352326.887504,1674352326.887515
697458839770,1674352326.918321,1674352326.918331
697458870617,1674352326.949237,1674352326.949247
697458901466,1674352326.980218,1674352326.980229
697458932313,1674352327.017697,1674352327.017707
697458963161,1674352327.041733,1674352327.041744
697458994008,1674352327.072531,1674352327.072541
697459024856,1674352327.103343,1674352327.103353
697459055704,1674352327.134186,1674352327.134196
697459086552,1674352327.167562,1674352327.167572
697459117399,1674352327.196102,1674352327.196112
697459148248,1674352327.226809,1674352327.226819
697459179096,1674352327.257621,1674352327.257632
697459209943,1674352327.288578,1674352327.288589
697459240791,1674352327.325970,1674352327.325981
697459271639,1674352327.350427,1674352327.350437
697459302486,1674352327.380974,1674352327.380985
697459333334,1674352327.411813,1674352327.411823
697459364182,1674352327.442629,1674352327.442639
697459395030,1674352327.475889,1674352327.475900
697459425878,1674352327.504467,1674352327.504477
697459456725,1674352327.535420,1674352327.535430
697459487573,1674352327.566133,1674352327.566144
697459518421,1674352327.596987,1674352327.596998
697459549269,1674352327.637646,1674352327.637657
697459580118,1674352327.659018,1674352327.659028
697459610964,1674352327.689675,1674352327.689686
697459641812,1674352327.720511,1674352327.720521
697459672660,1674352327.751015,1674352327.751026
697459703507,1674352327.784332,1674352327.784343
697459734356,1674352327.812833,1674352327.812842
697459765204,1674352327.843610,1674352327.843619
697459796051,1674352327.874534,1674352327.874543
697459826899,1674352327.905503,1674352327.905513
697459857746,1674352327.942849,1674352327.942860
697459888594,1674352327.967124,1674352327.967134
697459919442,1674352327.997972,1674352327.997982
697459950291,1674352328.028768,1674352328.028778
697459981138,1674352328.059556,1674352328.059567
697460011985,1674352328.092964,1674352328.092974
697460042833,1674352328.121269,1674352328.121279
697460073681,1674352328.152092,1674352328.152102
697460104529,1674352328.182926,1674352328.182936
697460135377,1674352328.213633,1674352328.213643
697460166224,1674352328.251496,1674352328.251506
697460197072,1674352328.275867,1674352328.275878
697460227920,1674352328.306394,1674352328.306404
697460258768,1674352328.337273,1674352328.337283
697460289616,1674352328.368171,1674352328.368181
697460320463,1674352328.401297,1674352328.401307
697460351312,1674352328.429904,1674352328.429913
697460382159,1674352328.460816,1674352328.460827
697460413007,1674352328.491383,1674352328.491393
697460443854,1674352328.522229,1674352328.522240
697460474702,1674352328.559933,1674352328.559943
697460505550,1674352328.584047,1674352328.584058
697460536398,1674352328.614873,1674352328.614883
697460567246,1674352328.645891,1674352328.645903
697460598094,1674352328.676388,1674352328.676398
697460628942,1674352328.709863,1674352328.709873
697460659789,1674352328.738372,1674352328.738383
697460690637,1674352328.769123,1674352328.769133
697460721485,1674352328.800006,1674352328.800016
697460752333,1674352328.830949,1674352328.830960
697460783180,1674352328.868503,1674352328.868513
697460814028,1674352328.892742,1674352328.892753
697460844876,1674352328.923464,1674352328.923475
697460875724,1674352328.953990,1674352328.954000
697460906571,1674352328.984876,1674352328.984886
697460937419,1674352329.018238,1674352329.018248
697460968268,1674352329.046992,1674352329.047002
697460999115,1674352329.077848,1674352329.077858
697461029962,1674352329.108855,1674352329.108865
697461060810,1674352329.139416,1674352329.139426
697461091658,1674352329.176927,1674352329.176936
697461122506,1674352329.201140,1674352329.201150
697461153354,1674352329.231894,1674352329.231904
697461184201,1674352329.262748,1674352329.262759
697461215049,1674352329.293761,1674352329.293772
697461245897,1674352329.326735,1674352329.326745
697461276745,1674352329.355292,1674352329.355303
697461307593,1674352329.386111,1674352329.386122
697461338440,1674352329.416953,1674352329.416964
697461369288,1674352329.447914,1674352329.447924
697461400136,1674352329.488557,1674352329.488567
697461430984,1674352329.509742,1674352329.509752
697461461831,1674352329.540303,1674352329.540313
697461492679,1674352329.571132,1674352329.571143
697461523527,1674352329.601799,1674352329.601808
697461554375,1674352329.635221,1674352329.635230
697461585223,1674352329.663935,1674352329.663945
697461616071,1674352329.694484,1674352329.694494
697461646919,1674352329.725331,1674352329.725342
697461677766,1674352329.756195,1674352329.756206
697461708614,1674352329.793871,1674352329.793881
697461739462,1674352329.818166,1674352329.818176
697461770310,1674352329.849107,1674352329.849117
697461801157,1674352329.879730,1674352329.879740
697461832005,1674352329.910495,1674352329.910506
697461862852,1674352329.943635,1674352329.943645
697461893701,1674352329.972016,1674352329.972025
697461924548,1674352330.002904,1674352330.002914
697461955396,1674352330.034007,1674352330.034017
697461986245,1674352330.064675,1674352330.064684
697462017092,1674352330.102357,1674352330.102367
697462047940,1674352330.126393,1674352330.126403
697462078787,1674352330.157250,1674352330.157260
